country_or_area,year,comm_code,commodity,flow,trade_usd,weight_kg,quantity_name,quantity,category
Andorra,2009,10410,"Sheep, live",Export,276,955,Number of items,4,01_live_animals
Andorra,2009,10420,"Goats, live",Import,489,80,No Quantity,,01_live_animals
Andorra,2009,10420,"Goats, live",Export,502,100,No Quantity,,01_live_animals
Andorra,2009,10511,"Fowls, live domestic < 185 grams",Import,32861,4994,Number of items,10521,01_live_animals
Andorra,2009,10599,"Poultry, live except domestic fowls, > 185 grams",Import,1321,50,Number of items,122,01_live_animals
Andorra,2009,10600,"Animals, live, except farm animals",Import,66619,1347,No Quantity,,01_live_animals
Andorra,2008,10111,"Horses, live pure-bred breeding",Import,31597,2890,No Quantity,,01_live_animals
Andorra,2008,10111,"Horses, live pure-bred breeding",Export,78435,32970,No Quantity,,01_live_animals
Andorra,2008,10119,"Horses, live except pure-bred breeding",Import,54365,16240,No Quantity,,01_live_animals
Andorra,2008,10119,"Horses, live except pure-bred breeding",Export,90939,37845,No Quantity,,01_live_animals
Andorra,2008,10210,"Bovine animals, live pure-bred breeding",Export,2216,810,Number of items,1,01_live_animals
Andorra,2008,10290,"Bovine animals, live, except pure-bred breeding",Import,32041,10455,Number of items,41,01_live_animals
Andorra,2008,10290,"Bovine animals, live, except pure-bred breeding",Export,4729,1450,Number of items,6,01_live_animals
Andorra,2008,10391,"Swine, live except pure-bred breeding < 50 kg",Import,600,422,Number of items,10,01_live_animals
Andorra,2008,10392,"Swine, live except pure-bred breeding > 50 kg",Import,6773,2665,Number of items,39,01_live_animals
Andorra,2008,10410,"Sheep, live",Import,18477,4715,Number of items,236,01_live_animals
Andorra,2008,10410,"Sheep, live",Export,425,120,Number of items,6,01_live_animals
Andorra,2008,10420,"Goats, live",Export,148,80,No Quantity,,01_live_animals
Andorra,2008,10420,"Goats, live",Import,367,100,Number of items,5,01_live_animals
Andorra,2008,10511,"Fowls, live domestic < 185 grams",Import,30722,3976,Number of items,13561,01_live_animals
Andorra,2008,10600,"Animals, live, except farm animals",Import,90339,4161,No Quantity,,01_live_animals
Andorra,2007,10111,"Horses, live pure-bred breeding",Import,15733,2260,No Quantity,,01_live_animals
Andorra,2007,10111,"Horses, live pure-bred breeding",Export,11587,10840,No Quantity,,01_live_animals
Andorra,2007,10119,"Horses, live except pure-bred breeding",Import,148614,24695,No Quantity,,01_live_animals
Andorra,2007,10119,"Horses, live except pure-bred breeding",Export,102557,38582,No Quantity,,01_live_animals
Andorra,2007,10210,"Bovine animals, live pure-bred breeding",Import,824,350,Number of items,0,01_live_animals
Andorra,2007,10290,"Bovine animals, live, except pure-bred breeding",Import,56423,13730,Number of items,83,01_live_animals
Andorra,2007,10392,"Swine, live except pure-bred breeding > 50 kg",Import,9432,4547,Number of items,57,01_live_animals
Andorra,2007,10410,"Sheep, live",Import,31327,8011,Number of items,354,01_live_animals
Andorra,2007,10410,"Sheep, live",Export,1730,2520,Number of items,27,01_live_animals
Andorra,2007,10420,"Goats, live",Export,741,330,No Quantity,,01_live_animals
Andorra,2007,10420,"Goats, live",Import,1064,345,Number of items,15,01_live_animals
Andorra,2007,10511,"Fowls, live domestic < 185 grams",Import,32002,4138,No Quantity,,01_live_animals
Andorra,2007,10519,"Poultry, live except domestic fowls, < 185 grams",Import,1098,160,Number of items,273,01_live_animals
Andorra,2007,10600,"Animals, live, except farm animals",Import,169640,6133,No Quantity,,01_live_animals
Andorra,2006,10111,"Horses, live pure-bred breeding",Import,15642,887,No Quantity,,01_live_animals
Andorra,2006,10111,"Horses, live pure-bred breeding",Export,13005,6350,Number of items,1,01_live_animals
Andorra,2006,10119,"Horses, live except pure-bred breeding",Import,41594,23220,Number of items,4,01_live_animals
Andorra,2006,10119,"Horses, live except pure-bred breeding",Export,137118,76200,Number of items,22,01_live_animals
Andorra,2006,10210,"Bovine animals, live pure-bred breeding",Import,7417,1450,No Quantity,,01_live_animals
Andorra,2006,10290,"Bovine animals, live, except pure-bred breeding",Import,52978,27060,Number of items,158,01_live_animals
Andorra,2006,10290,"Bovine animals, live, except pure-bred breeding",Export,4218,4000,Number of items,9,01_live_animals
Andorra,2006,10391,"Swine, live except pure-bred breeding < 50 kg",Import,2495,2420,No Quantity,,01_live_animals
Andorra,2006,10392,"Swine, live except pure-bred breeding > 50 kg",Import,3473,1820,No Quantity,,01_live_animals
Andorra,2006,10410,"Sheep, live",Import,19288,4875,No Quantity,,01_live_animals
Andorra,2006,10410,"Sheep, live",Export,16429,10475,No Quantity,,01_live_animals
Andorra,2006,10511,"Fowls, live domestic < 185 grams",Import,1445,204,Number of items,540,01_live_animals
Andorra,2006,10591,"Fowls, live domestic > 185 grams",Import,22332,3639,No Quantity,,01_live_animals
Andorra,2006,10600,"Animals, live, except farm animals",Import,71087,3685,No Quantity,,01_live_animals
Andorra,2005,10111,"Horses, live pure-bred breeding",Export,8135,7000,Number of items,1,01_live_animals
Andorra,2005,10119,"Horses, live except pure-bred breeding",Export,127145,62030,Number of items,20,01_live_animals
Andorra,2005,10210,"Bovine animals, live pure-bred breeding",Export,3712,6750,Number of items,3,01_live_animals
Andorra,2005,10290,"Bovine animals, live, except pure-bred breeding",Export,1495,500,Number of items,3,01_live_animals
Andorra,2005,10410,"Sheep, live",Export,1009,945,No Quantity,,01_live_animals
Andorra,2004,10111,"Horses, live pure-bred breeding",Import,3301,450,No Quantity,,01_live_animals
Andorra,2004,10111,"Horses, live pure-bred breeding",Export,2122,1210,Number of items,0,01_live_animals
Andorra,2004,10119,"Horses, live except pure-bred breeding",Import,55647,12410,Number of items,5,01_live_animals
Andorra,2004,10119,"Horses, live except pure-bred breeding",Export,119532,66650,Number of items,19,01_live_animals
Andorra,2004,10210,"Bovine animals, live pure-bred breeding",Import,7194,3100,No Quantity,,01_live_animals
Andorra,2004,10210,"Bovine animals, live pure-bred breeding",Export,1800,1600,Number of items,1,01_live_animals
Andorra,2004,10290,"Bovine animals, live, except pure-bred breeding",Import,175208,60545,Number of items,523,01_live_animals
Andorra,2004,10290,"Bovine animals, live, except pure-bred breeding",Export,51880,27550,Number of items,106,01_live_animals
Andorra,2004,10391,"Swine, live except pure-bred breeding < 50 kg",Import,9160,4405,No Quantity,,01_live_animals
Andorra,2004,10392,"Swine, live except pure-bred breeding > 50 kg",Import,2609,1750,No Quantity,,01_live_animals
Andorra,2004,10410,"Sheep, live",Import,17084,5910,No Quantity,,01_live_animals
Andorra,2004,10410,"Sheep, live",Export,2509,2110,No Quantity,,01_live_animals
Andorra,2004,10591,"Fowls, live domestic > 185 grams",Import,21175,5435,No Quantity,,01_live_animals
Andorra,2004,10600,"Animals, live, except farm animals",Import,141249,9214,No Quantity,,01_live_animals
Andorra,2004,10600,"Animals, live, except farm animals",Export,1378,72,No Quantity,,01_live_animals
Andorra,2003,10111,"Horses, live pure-bred breeding",Import,13742,5021,No Quantity,,01_live_animals
Andorra,2003,10111,"Horses, live pure-bred breeding",Export,10779,5475,Number of items,1,01_live_animals
Andorra,2003,10119,"Horses, live except pure-bred breeding",Import,41190,20150,Number of items,4,01_live_animals
Andorra,2003,10119,"Horses, live except pure-bred breeding",Export,110005,72435,Number of items,13,01_live_animals
Andorra,2003,10210,"Bovine animals, live pure-bred breeding",Import,8379,3800,Number of items,7,01_live_animals
Andorra,2003,10210,"Bovine animals, live pure-bred breeding",Export,1359,700,Number of items,1,01_live_animals
Andorra,2003,10290,"Bovine animals, live, except pure-bred breeding",Import,49620,29080,Number of items,141,01_live_animals
Andorra,2003,10391,"Swine, live except pure-bred breeding < 50 kg",Import,1868,750,No Quantity,,01_live_animals
Andorra,2003,10392,"Swine, live except pure-bred breeding > 50 kg",Import,7959,5395,No Quantity,,01_live_animals
Andorra,2003,10410,"Sheep, live",Import,13999,4763,No Quantity,,01_live_animals
Andorra,2003,10410,"Sheep, live",Export,1087,260,Number of items,23,01_live_animals
Andorra,2003,10420,"Goats, live",Import,408,32,No Quantity,,01_live_animals
Andorra,2003,10511,"Fowls, live domestic < 185 grams",Import,619,328,Number of items,212,01_live_animals
Andorra,2003,10591,"Fowls, live domestic > 185 grams",Import,15170,6135,No Quantity,,01_live_animals
Andorra,2003,10600,"Animals, live, except farm animals",Import,259420,25184,No Quantity,,01_live_animals
Andorra,2003,10600,"Animals, live, except farm animals",Export,8474,400,No Quantity,,01_live_animals
Andorra,2002,10111,"Horses, live pure-bred breeding",Import,2636,1350,No Quantity,,01_live_animals
Andorra,2002,10111,"Horses, live pure-bred breeding",Export,14744,8760,Number of items,1,01_live_animals
Andorra,2002,10119,"Horses, live except pure-bred breeding",Import,13069,7865,Number of items,1,01_live_animals
Andorra,2002,10119,"Horses, live except pure-bred breeding",Export,97577,83820,Number of items,12,01_live_animals
Andorra,2002,10210,"Bovine animals, live pure-bred breeding",Import,61980,56210,Number of items,65,01_live_animals
Andorra,2002,10290,"Bovine animals, live, except pure-bred breeding",Import,135669,69683,No Quantity,,01_live_animals
Andorra,2002,10290,"Bovine animals, live, except pure-bred breeding",Export,8411,7100,Number of items,19,01_live_animals
Andorra,2002,10391,"Swine, live except pure-bred breeding < 50 kg",Import,1667,911,No Quantity,,01_live_animals
Andorra,2002,10392,"Swine, live except pure-bred breeding > 50 kg",Import,5410,5318,No Quantity,,01_live_animals
Andorra,2002,10410,"Sheep, live",Import,22990,12400,No Quantity,,01_live_animals
Andorra,2002,10420,"Goats, live",Import,920,280,No Quantity,,01_live_animals
Andorra,2002,10511,"Fowls, live domestic < 185 grams",Import,2355,1578,Number of items,1109,01_live_animals
Andorra,2002,10591,"Fowls, live domestic > 185 grams",Import,15414,4858,No Quantity,,01_live_animals
Andorra,2002,10599,"Poultry, live except domestic fowls, > 185 grams",Import,366,130,No Quantity,,01_live_animals
Andorra,2002,10600,"Animals, live, except farm animals",Import,81890,7609,No Quantity,,01_live_animals
Andorra,2001,10111,"Horses, live pure-bred breeding",Import,1376,950,Number of items,0,01_live_animals
Andorra,2001,10111,"Horses, live pure-bred breeding",Export,1504,800,Number of items,0,01_live_animals
Andorra,2001,10119,"Horses, live except pure-bred breeding",Import,19297,11035,No Quantity,,01_live_animals
Andorra,2001,10119,"Horses, live except pure-bred breeding",Export,125721,127460,Number of items,13,01_live_animals
Andorra,2001,10120,"Asses, mules and hinnies, live",Import,410,250,No Quantity,,01_live_animals
Andorra,2001,10210,"Bovine animals, live pure-bred breeding",Import,1201,470,No Quantity,,01_live_animals
Andorra,2001,10290,"Bovine animals, live, except pure-bred breeding",Import,326806,219703,No Quantity,,01_live_animals
Andorra,2001,10392,"Swine, live except pure-bred breeding > 50 kg",Import,8780,5204,No Quantity,,01_live_animals
Andorra,2001,10410,"Sheep, live",Import,137944,53868,No Quantity,,01_live_animals
Andorra,2001,10410,"Sheep, live",Export,9605,3730,Number of items,286,01_live_animals
Andorra,2001,10420,"Goats, live",Import,8900,1983,No Quantity,,01_live_animals
Andorra,2001,10591,"Fowls, live domestic > 185 grams",Import,16139,4391,No Quantity,,01_live_animals
Andorra,2001,10600,"Animals, live, except farm animals",Import,57383,9064,No Quantity,,01_live_animals
Andorra,2000,10111,"Horses, live pure-bred breeding",Import,2446,1850,No Quantity,,01_live_animals
Andorra,2000,10111,"Horses, live pure-bred breeding",Export,2256,1450,Number of items,0,01_live_animals
Andorra,2000,10119,"Horses, live except pure-bred breeding",Export,174591,153449,No Quantity,,01_live_animals
Andorra,2000,10119,"Horses, live except pure-bred breeding",Import,21100,12561,Number of items,2,01_live_animals
Andorra,2000,10120,"Asses, mules and hinnies, live",Export,486,525,No Quantity,,01_live_animals
Andorra,2000,10210,"Bovine animals, live pure-bred breeding",Import,35702,13810,No Quantity,,01_live_animals
Andorra,2000,10210,"Bovine animals, live pure-bred breeding",Export,883,330,Number of items,1,01_live_animals
Andorra,2000,10290,"Bovine animals, live, except pure-bred breeding",Import,794958,654122,No Quantity,,01_live_animals
Andorra,2000,10290,"Bovine animals, live, except pure-bred breeding",Export,105323,49720,Number of items,266,01_live_animals
Andorra,2000,10391,"Swine, live except pure-bred breeding < 50 kg",Import,409,360,No Quantity,,01_live_animals
Andorra,2000,10392,"Swine, live except pure-bred breeding > 50 kg",Import,9070,8358,No Quantity,,01_live_animals
Andorra,2000,10410,"Sheep, live",Import,725127,347787,No Quantity,,01_live_animals
Andorra,2000,10420,"Goats, live",Import,61925,15391,No Quantity,,01_live_animals
Andorra,2000,10511,"Fowls, live domestic < 185 grams",Import,110,81,Number of items,44,01_live_animals
Andorra,2000,10519,"Poultry, live except domestic fowls, < 185 grams",Import,66,8,No Quantity,,01_live_animals
Andorra,2000,10591,"Fowls, live domestic > 185 grams",Import,12123,4002,No Quantity,,01_live_animals
Andorra,2000,10600,"Animals, live, except farm animals",Import,193068,16702,No Quantity,,01_live_animals
Andorra,2000,10600,"Animals, live, except farm animals",Export,3092,700,No Quantity,,01_live_animals
Andorra,1999,10111,"Horses, live pure-bred breeding",Import,1617,4187,Weight in kilograms,4187,01_live_animals
Andorra,1999,10111,"Horses, live pure-bred breeding",Export,895,796,Weight in kilograms,796,01_live_animals
Andorra,1999,10119,"Horses, live except pure-bred breeding",Import,34461,11437,Weight in kilograms,11437,01_live_animals
Andorra,1999,10119,"Horses, live except pure-bred breeding",Export,99888,97573,Weight in kilograms,97573,01_live_animals
Andorra,1999,10120,"Asses, mules and hinnies, live",Import,1086,500,Weight in kilograms,500,01_live_animals
Andorra,1999,10120,"Asses, mules and hinnies, live",Export,1662,3687,Weight in kilograms,3687,01_live_animals
Andorra,1999,10290,"Bovine animals, live, except pure-bred breeding",Import,225983,141643,Weight in kilograms,141643,01_live_animals
Andorra,1999,10290,"Bovine animals, live, except pure-bred breeding",Export,158506,64585,Weight in kilograms,64585,01_live_animals
Andorra,1999,10391,"Swine, live except pure-bred breeding < 50 kg",Import,1138,1062,Weight in kilograms,1062,01_live_animals
Andorra,1999,10392,"Swine, live except pure-bred breeding > 50 kg",Import,10868,10000,Weight in kilograms,10000,01_live_animals
Andorra,1999,10410,"Sheep, live",Import,912585,372097,Weight in kilograms,372097,01_live_animals
Andorra,1999,10410,"Sheep, live",Export,17537,10562,Weight in kilograms,10562,01_live_animals
Andorra,1999,10420,"Goats, live",Import,77747,15000,Weight in kilograms,15000,01_live_animals
Andorra,1999,10591,"Fowls, live domestic > 185 grams",Import,12991,5191,Weight in kilograms,5191,01_live_animals
Andorra,1999,10600,"Animals, live, except farm animals",Import,152047,11999,Weight in kilograms,11999,01_live_animals
Andorra,1998,10111,"Horses, live pure-bred breeding",Import,8688,3312,Weight in kilograms,3312,01_live_animals
Andorra,1998,10111,"Horses, live pure-bred breeding",Export,2175,2062,Weight in kilograms,2062,01_live_animals
Andorra,1998,10119,"Horses, live except pure-bred breeding",Import,101201,41074,Weight in kilograms,41074,01_live_animals
Andorra,1998,10119,"Horses, live except pure-bred breeding",Export,84949,54449,Weight in kilograms,54449,01_live_animals
Andorra,1998,10120,"Asses, mules and hinnies, live",Import,5689,4125,Weight in kilograms,4125,01_live_animals
Andorra,1998,10120,"Asses, mules and hinnies, live",Export,937,500,Weight in kilograms,500,01_live_animals
Andorra,1998,10210,"Bovine animals, live pure-bred breeding",Import,23340,9999,Weight in kilograms,9999,01_live_animals
Andorra,1998,10210,"Bovine animals, live pure-bred breeding",Export,4919,4187,Weight in kilograms,4187,01_live_animals
Andorra,1998,10290,"Bovine animals, live, except pure-bred breeding",Import,23059,11187,Weight in kilograms,11187,01_live_animals
Andorra,1998,10290,"Bovine animals, live, except pure-bred breeding",Export,225007,96003,Weight in kilograms,96003,01_live_animals
Andorra,1998,10392,"Swine, live except pure-bred breeding > 50 kg",Import,10883,7999,Weight in kilograms,7999,01_live_animals
Andorra,1998,10410,"Sheep, live",Import,732286,275562,Weight in kilograms,275562,01_live_animals
Andorra,1998,10410,"Sheep, live",Export,153,50,Weight in kilograms,50,01_live_animals
Andorra,1998,10420,"Goats, live",Import,44606,18300,Weight in kilograms,18300,01_live_animals
Andorra,1998,10511,"Fowls, live domestic < 185 grams",Import,3848,1062,Weight in kilograms,1062,01_live_animals
Andorra,1998,10519,"Poultry, live except domestic fowls, < 185 grams",Import,729,236,Weight in kilograms,236,01_live_animals
Andorra,1998,10591,"Fowls, live domestic > 185 grams",Import,10601,6545,Weight in kilograms,6545,01_live_animals
Andorra,1998,10599,"Poultry, live except domestic fowls, > 185 grams",Import,582,562,Weight in kilograms,562,01_live_animals
Andorra,1998,10600,"Animals, live, except farm animals",Import,84232,4812,Weight in kilograms,4812,01_live_animals
Andorra,1997,10111,"Horses, live pure-bred breeding",Import,9076,2812,Weight in kilograms,2812,01_live_animals
Andorra,1997,10119,"Horses, live except pure-bred breeding",Import,28917,12624,Weight in kilograms,12624,01_live_animals
Andorra,1997,10119,"Horses, live except pure-bred breeding",Export,66387,46679,Weight in kilograms,46679,01_live_animals
Andorra,1997,10120,"Asses, mules and hinnies, live",Import,348,148,Weight in kilograms,148,01_live_animals
Andorra,1997,10290,"Bovine animals, live, except pure-bred breeding",Import,9220,5437,Weight in kilograms,5437,01_live_animals
Andorra,1997,10290,"Bovine animals, live, except pure-bred breeding",Export,275315,109085,Weight in kilograms,109085,01_live_animals
Andorra,1997,10391,"Swine, live except pure-bred breeding < 50 kg",Import,204,105,Weight in kilograms,105,01_live_animals
Andorra,1997,10392,"Swine, live except pure-bred breeding > 50 kg",Import,18406,10440,Weight in kilograms,10440,01_live_animals
Andorra,1997,10410,"Sheep, live",Import,1160974,384187,Weight in kilograms,384187,01_live_animals
Andorra,1997,10420,"Goats, live",Import,42577,8750,Weight in kilograms,8750,01_live_animals
Andorra,1997,10511,"Fowls, live domestic < 185 grams",Import,3141,1750,Weight in kilograms,1750,01_live_animals
Andorra,1997,10519,"Poultry, live except domestic fowls, < 185 grams",Import,225,97,Weight in kilograms,97,01_live_animals
Andorra,1997,10591,"Fowls, live domestic > 185 grams",Import,10722,3937,Weight in kilograms,3937,01_live_animals
Andorra,1997,10599,"Poultry, live except domestic fowls, > 185 grams",Import,129,30,Weight in kilograms,30,01_live_animals
Andorra,1997,10600,"Animals, live, except farm animals",Import,76891,5315,Weight in kilograms,5315,01_live_animals
Andorra,1997,10600,"Animals, live, except farm animals",Export,1195,558,Weight in kilograms,558,01_live_animals
Andorra,1996,10111,"Horses, live pure-bred breeding",Import,4136,1687,Weight in kilograms,1687,01_live_animals
Andorra,1996,10111,"Horses, live pure-bred breeding",Export,3646,1773,Weight in kilograms,1773,01_live_animals
Andorra,1996,10119,"Horses, live except pure-bred breeding",Import,30805,14750,Weight in kilograms,14750,01_live_animals
Andorra,1996,10119,"Horses, live except pure-bred breeding",Export,120446,72738,Weight in kilograms,72738,01_live_animals
Andorra,1996,10120,"Asses, mules and hinnies, live",Export,2763,1812,Weight in kilograms,1812,01_live_animals
Andorra,1996,10210,"Bovine animals, live pure-bred breeding",Import,51380,25448,Weight in kilograms,25448,01_live_animals
Andorra,1996,10290,"Bovine animals, live, except pure-bred breeding",Import,24711,9375,Weight in kilograms,9375,01_live_animals
Andorra,1996,10290,"Bovine animals, live, except pure-bred breeding",Export,395446,185410,Weight in kilograms,185410,01_live_animals
Andorra,1996,10391,"Swine, live except pure-bred breeding < 50 kg",Import,394,250,Weight in kilograms,250,01_live_animals
Andorra,1996,10392,"Swine, live except pure-bred breeding > 50 kg",Import,15047,12371,Weight in kilograms,12371,01_live_animals
Andorra,1996,10410,"Sheep, live",Import,1409025,431812,Weight in kilograms,431812,01_live_animals
Andorra,1996,10420,"Goats, live",Import,28595,4500,Weight in kilograms,4500,01_live_animals
Andorra,1996,10511,"Fowls, live domestic < 185 grams",Import,3687,1187,Weight in kilograms,1187,01_live_animals
Andorra,1996,10519,"Poultry, live except domestic fowls, < 185 grams",Import,173,44,Weight in kilograms,44,01_live_animals
Andorra,1996,10591,"Fowls, live domestic > 185 grams",Import,15449,6574,Weight in kilograms,6574,01_live_animals
Andorra,1996,10599,"Poultry, live except domestic fowls, > 185 grams",Import,2281,261,Weight in kilograms,261,01_live_animals
Andorra,1996,10600,"Animals, live, except farm animals",Import,74092,4002,Weight in kilograms,4002,01_live_animals
Andorra,1996,10600,"Animals, live, except farm animals",Export,750,250,Weight in kilograms,250,01_live_animals
Andorra,1995,10111,"Horses, live pure-bred breeding",Import,10766,2858,Weight in kilograms,2858,01_live_animals
Andorra,1995,10111,"Horses, live pure-bred breeding",Export,596,347,Weight in kilograms,347,01_live_animals
Andorra,1995,10119,"Horses, live except pure-bred breeding",Import,77099,26500,Weight in kilograms,26500,01_live_animals
Andorra,1995,10119,"Horses, live except pure-bred breeding",Export,124740,73195,Weight in kilograms,73195,01_live_animals
Andorra,1995,10120,"Asses, mules and hinnies, live",Import,2121,796,Weight in kilograms,796,01_live_animals
Andorra,1995,10120,"Asses, mules and hinnies, live",Export,117,296,Weight in kilograms,296,01_live_animals
Andorra,1995,10210,"Bovine animals, live pure-bred breeding",Import,60207,33296,Weight in kilograms,33296,01_live_animals
Andorra,1995,10290,"Bovine animals, live, except pure-bred breeding",Import,11702,4937,Weight in kilograms,4937,01_live_animals
Andorra,1995,10290,"Bovine animals, live, except pure-bred breeding",Export,443993,139796,Weight in kilograms,139796,01_live_animals
Andorra,1995,10310,"Swine, live pure-bred breeding",Import,761,281,Weight in kilograms,281,01_live_animals
Andorra,1995,10391,"Swine, live except pure-bred breeding < 50 kg",Import,273,128,Weight in kilograms,128,01_live_animals
Andorra,1995,10392,"Swine, live except pure-bred breeding > 50 kg",Import,13723,8937,Weight in kilograms,8937,01_live_animals
Andorra,1995,10410,"Sheep, live",Import,1631429,550812,Weight in kilograms,550812,01_live_animals
Andorra,1995,10420,"Goats, live",Import,27096,4812,Weight in kilograms,4812,01_live_animals
Andorra,1995,10511,"Fowls, live domestic < 185 grams",Import,3701,781,Weight in kilograms,781,01_live_animals
Andorra,1995,10519,"Poultry, live except domestic fowls, < 185 grams",Import,78,20,Weight in kilograms,20,01_live_animals
Andorra,1995,10591,"Fowls, live domestic > 185 grams",Import,12246,3125,Weight in kilograms,3125,01_live_animals
Andorra,1995,10599,"Poultry, live except domestic fowls, > 185 grams",Import,713,86,Weight in kilograms,86,01_live_animals
Andorra,1995,10600,"Animals, live, except farm animals",Import,65740,2769,Weight in kilograms,2769,01_live_animals
Angola,2015,10111,"Horses, live pure-bred breeding",Import,1079,65,No Quantity,,01_live_animals
Angola,2015,10119,"Horses, live except pure-bred breeding",Import,7931,3,No Quantity,,01_live_animals
Angola,2015,10210,"Bovine animals, live pure-bred breeding",Import,261702,36502,Number of items,114,01_live_animals
Angola,2015,10290,"Bovine animals, live, except pure-bred breeding",Import,899374,316669,Number of items,892,01_live_animals
Angola,2015,10310,"Swine, live pure-bred breeding",Import,21266,1657,No Quantity,,01_live_animals
Angola,2015,10410,"Sheep, live",Import,25274,5552,Number of items,240,01_live_animals
Angola,2015,10420,"Goats, live",Import,353423,69403,No Quantity,,01_live_animals
Angola,2015,10511,"Fowls, live domestic < 185 grams",Import,982327,465213,Number of items,295877,01_live_animals
Angola,2015,10519,"Poultry, live except domestic fowls, < 185 grams",Import,324481,4508171,Number of items,136495,01_live_animals
Angola,2015,10599,"Poultry, live except domestic fowls, > 185 grams",Import,994292,1394580,Number of items,135081,01_live_animals
Angola,2015,10600,"Animals, live, except farm animals",Import,278423,6663,No Quantity,,01_live_animals
Angola,2014,10111,"Horses, live pure-bred breeding",Import,27514,36896,No Quantity,,01_live_animals
Angola,2014,10119,"Horses, live except pure-bred breeding",Import,332210,26826,No Quantity,,01_live_animals
Angola,2014,10120,"Asses, mules and hinnies, live",Import,14320,915,No Quantity,,01_live_animals
Angola,2014,10210,"Bovine animals, live pure-bred breeding",Import,5830922,60379236,Number of items,2473,01_live_animals
Angola,2014,10290,"Bovine animals, live, except pure-bred breeding",Import,8433574,10511591,Number of items,7482,01_live_animals
Angola,2014,10391,"Swine, live except pure-bred breeding < 50 kg",Import,3532,60,Number of items,45,01_live_animals
Angola,2014,10410,"Sheep, live",Import,80237,37940,Number of items,730,01_live_animals
Angola,2014,10420,"Goats, live",Import,1370366,472962,No Quantity,,01_live_animals
Angola,2014,10511,"Fowls, live domestic < 185 grams",Import,839668,134353,No Quantity,,01_live_animals
Angola,2014,10519,"Poultry, live except domestic fowls, < 185 grams",Import,18499,4397,No Quantity,,01_live_animals
Angola,2014,10591,"Fowls, live domestic > 185 grams",Import,4907,164,Number of items,1478,01_live_animals
Angola,2014,10599,"Poultry, live except domestic fowls, > 185 grams",Import,696791,242663,Number of items,56656,01_live_animals
Angola,2014,10600,"Animals, live, except farm animals",Import,716461,365963,No Quantity,,01_live_animals
Angola,2013,10111,"Horses, live pure-bred breeding",Import,77575,25007,No Quantity,,01_live_animals
Angola,2013,10119,"Horses, live except pure-bred breeding",Import,143554,23944,No Quantity,,01_live_animals
Angola,2013,10210,"Bovine animals, live pure-bred breeding",Import,4866281,1648156,Number of items,2339,01_live_animals
Angola,2013,10290,"Bovine animals, live, except pure-bred breeding",Import,6057346,1416382,Number of items,6408,01_live_animals
Angola,2013,10310,"Swine, live pure-bred breeding",Import,7496,1229,Number of items,12,01_live_animals
Angola,2013,10410,"Sheep, live",Import,79825,28264,Number of items,818,01_live_animals
Angola,2013,10420,"Goats, live",Import,122011,244551,Number of items,1377,01_live_animals
Angola,2013,10511,"Fowls, live domestic < 185 grams",Import,585554,35692,Number of items,173794,01_live_animals
Angola,2013,10519,"Poultry, live except domestic fowls, < 185 grams",Import,387749,12283,No Quantity,,01_live_animals
Angola,2013,10591,"Fowls, live domestic > 185 grams",Import,14589,558,No Quantity,,01_live_animals
Angola,2013,10599,"Poultry, live except domestic fowls, > 185 grams",Import,33472,995,Number of items,4642,01_live_animals
Angola,2013,10600,"Animals, live, except farm animals",Import,326195,637305,No Quantity,,01_live_animals
Angola,2012,10111,"Horses, live pure-bred breeding",Import,1446233,110704,No Quantity,,01_live_animals
Angola,2012,10119,"Horses, live except pure-bred breeding",Import,128161,10038,No Quantity,,01_live_animals
Angola,2012,10210,"Bovine animals, live pure-bred breeding",Import,3819183,537463,Number of items,1853,01_live_animals
Angola,2012,10290,"Bovine animals, live, except pure-bred breeding",Import,12032645,1847819,Number of items,13353,01_live_animals
Angola,2012,10310,"Swine, live pure-bred breeding",Import,17813,2359,Number of items,27,01_live_animals
Angola,2012,10410,"Sheep, live",Import,289,476,Number of items,3,01_live_animals
Angola,2012,10420,"Goats, live",Import,349235,18540,Number of items,3472,01_live_animals
Angola,2012,10511,"Fowls, live domestic < 185 grams",Import,688950,20089,Number of items,215257,01_live_animals
Angola,2012,10519,"Poultry, live except domestic fowls, < 185 grams",Import,26743,551,Number of items,7423,01_live_animals
Angola,2012,10591,"Fowls, live domestic > 185 grams",Import,42060,18462,No Quantity,,01_live_animals
Angola,2012,10599,"Poultry, live except domestic fowls, > 185 grams",Import,712,30,Number of items,70,01_live_animals
Angola,2012,10600,"Animals, live, except farm animals",Import,382930,13069,No Quantity,,01_live_animals
Angola,2011,10111,"Horses, live pure-bred breeding",Import,201178,24591,No Quantity,,01_live_animals
Angola,2011,10119,"Horses, live except pure-bred breeding",Import,93295,37816,No Quantity,,01_live_animals
Angola,2011,10210,"Bovine animals, live pure-bred breeding",Import,2936625,725935,Number of items,1480,01_live_animals
Angola,2011,10290,"Bovine animals, live, except pure-bred breeding",Import,1631981,272654,Number of items,1764,01_live_animals
Angola,2011,10310,"Swine, live pure-bred breeding",Import,10606,132,Number of items,13,01_live_animals
Angola,2011,10410,"Sheep, live",Import,10258,1397,No Quantity,,01_live_animals
Angola,2011,10420,"Goats, live",Import,138019,16911,No Quantity,,01_live_animals
Angola,2011,10511,"Fowls, live domestic < 185 grams",Import,390282,10585,Number of items,114239,01_live_animals
